Code,Period,Value,Numerator,Denominator,Ranking_Type,Ranking_GoldilocksMidpoint,DataType
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 04,2013-14,0.2587,,,Ascending,,Real_Annual
FINSUS 04,2014-15,0.2413,,,Ascending,,Real_Annual
FINSUS 04,2015-16,0.2475,,,Ascending,,Real_Annual
FINSUS 04,2016-17,0.2436,,,Ascending,,Real_Annual
FINSUS 04,2017-18,0.2359,,,Ascending,,Real_Annual
FINSUS 04,2018-19,0.2283,,,Ascending,,Real_Annual
FINSUS 04,2019-20,0.2256,,,Ascending,,Real_Annual
FINSUS 04,2020-21,0.2291,,,Ascending,,Real_Annual
FINSUS 04,2021-22,0.2255,,,Ascending,,Real_Annual
FINSUS 04,2022-23,0.2126,,,Ascending,,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
FINSUS 05,2013-14,0.9908,14406941640.0,14541386300.0,Ascending,1.0,Real_Annual
FINSUS 05,2014-15,0.99,14311112760.0,14455332670.0,Ascending,1.0,Real_Annual
FINSUS 05,2015-16,0.9896,14473989150.0,14626106630.0,Ascending,1.0,Real_Annual
FINSUS 05,2016-17,0.9935,14012593240.0,14104429960.0,Ascending,1.0,Real_Annual
FINSUS 05,2017-18,0.9926,13909051860.0,14012691800.0,Ascending,1.0,Real_Annual
FINSUS 05,2018-19,0.9939,13850076590.0,13935265260.0,Ascending,1.0,Real_Annual
FINSUS 05,2019-20,0.9935,14073396010.0,14165437460.0,Ascending,1.0,Real_Annual
FINSUS 05,2020-21,0.9744,14668283650.0,15054308620.0,Ascending,1.0,Real_Annual
FINSUS 05,2021-22,0.9825,15035997880.0,15303287420.0,Ascending,1.0,Real_Annual
FINSUS 05,2022-23,0.9856,15014605000.0,15234528000.0,Ascending,1.0,Real_Annual
